M_CD,UP_TIIME,POWER,TEMP,POWER_DIFF,TEMP_DIFF,POWER_5MAVG,TEMP_5MAVG,ERR_CD_5FUTURE
"1001",56,891,251,0,0,-1.800000,-0.200000,"0"
"1001",57,890,252,-1,1,-2.000000,0.200000,"0"
"1001",58,890,251,0,-1,-1.000000,0.000000,"0"
"1001",59,888,252,-2,1,-1.200000,0.200000,"0"
"1001",60,887,252,-1,0,-0.800000,0.200000,"0"
"1001",61,886,252,-1,0,-1.000000,0.200000,"0"
"1001",62,886,252,0,0,-0.800000,0.000000,"0"
"1001",63,886,251,0,-1,-0.800000,0.000000,"0"
"1001",64,882,252,-4,1,-1.200000,0.000000,"0"
"1001",65,882,252,0,0,-1.000000,0.000000,"0"
"1001",66,880,252,-2,0,-1.200000,0.000000,"0"
"1001",67,880,252,0,0,-1.200000,0.000000,"0"
"1001",68,877,252,-3,0,-1.800000,0.200000,"0"
"1001",69,875,252,-2,0,-1.400000,0.000000,"0"
"1001",70,872,252,-3,0,-2.000000,0.000000,"0"
"1001",71,870,252,-2,0,-2.000000,0.000000,"0"
"1001",72,866,252,-4,0,-2.800000,0.000000,"0"
"1001",73,864,252,-2,0,-2.600000,0.000000,"0"
"1002",0,946,250,0,0,0.000000,0.000000,"0"
"1002",1,946,250,0,0,0.000000,0.000000,"0"
"1002",2,945,250,-1,0,0.000000,0.000000,"0"
"1002",3,944,250,-1,0,0.000000,0.000000,"0"
"1002",4,942,250,-2,0,-0.800000,0.000000,"0"
"1002",5,941,250,-1,0,-1.000000,0.000000,"0"
"1002",6,939,250,-2,0,-1.400000,0.000000,"0"
"1002",7,939,250,0,0,-1.200000,0.000000,"0"
"1002",8,938,250,-1,0,-1.200000,0.000000,"0"
"1002",9,937,251,-1,1,-1.000000,0.200000,"0"
"1002",10,937,251,0,0,-0.800000,0.200000,"0"
"1002",11,937,250,0,-1,-0.400000,0.000000,"0"
"1002",12,936,251,-1,1,-0.600000,0.200000,"0"
"1002",13,935,251,-1,0,-0.600000,0.200000,"0"
"1002",14,934,250,-1,-1,-0.600000,-0.200000,"0"
"1002",15,934,250,0,0,-0.600000,-0.200000,"0"
"1002",16,932,251,-2,1,-1.000000,0.200000,"0"
"1002",17,931,250,-1,-1,-1.000000,-0.200000,"0"
"1002",18,930,250,-1,0,-1.000000,-0.200000,"0"
"1002",19,929,250,-1,0,-1.000000,0.000000,"0"
"1002",20,929,250,0,0,-1.000000,0.000000,"0"
"1002",21,927,250,-2,0,-1.000000,-0.200000,"0"
"1002",22,926,250,-1,0,-1.000000,0.000000,"0"
"1002",23,924,251,-2,1,-1.200000,0.200000,"0"
"1002",24,924,251,0,0,-1.000000,0.200000,"0"
"1002",25,923,251,-1,0,-1.200000,0.200000,"0"
"1002",26,923,251,0,0,-0.800000,0.200000,"0"
"1002",27,923,251,0,0,-0.600000,0.200000,"0"
"1002",28,922,251,-1,0,-0.400000,0.000000,"0"
"1002",29,921,251,-1,0,-0.600000,0.000000,"0"
"1002",30,920,251,-1,0,-0.600000,0.000000,"0"
"1002",31,919,251,-1,0,-0.800000,0.000000,"0"
"1002",32,917,251,-2,0,-1.200000,0.000000,"0"
"1002",33,916,252,-1,1,-1.200000,0.200000,"0"
"1002",34,915,251,-1,-1,-1.200000,0.000000,"0"
"1002",35,914,251,-1,0,-1.200000,0.000000,"0"
"1002",36,910,252,-4,1,-1.800000,0.200000,"0"
"1002",37,910,251,0,-1,-1.400000,0.000000,"0"
"1002",38,910,251,0,0,-1.200000,-0.200000,"0"
"1002",39,909,251,-1,0,-1.200000,0.000000,"0"
"1002",40,907,252,-2,1,-1.400000,0.200000,"0"
"1002",41,906,252,-1,0,-0.800000,0.000000,"0"
"1002",42,906,251,0,-1,-0.800000,0.000000,"0"
"1002",43,906,251,0,0,-0.800000,0.000000,"0"
"1002",44,904,252,-2,1,-1.000000,0.200000,"0"
"1002",45,904,252,0,0,-0.600000,0.000000,"0"
"1002",46,903,251,-1,-1,-0.600000,-0.200000,"0"
"1002",47,903,251,0,0,-0.600000,0.000000,"0"
"1002",48,901,251,-2,0,-1.000000,0.000000,"0"
"1002",49,901,251,0,0,-0.600000,-0.200000,"0"
"1002",50,900,252,-1,1,-0.800000,0.000000,"0"
"1002",51,894,251,-6,-1,-1.800000,0.000000,"0"
"1002",52,893,251,-1,0,-2.000000,0.000000,"0"
"1002",53,892,251,-1,0,-1.800000,0.000000,"0"
"1002",54,892,251,0,0,-1.800000,0.000000,"0"
"1002",55,892,251,0,0,-1.600000,-0.200000,"0"
"1002",56,890,252,-2,1,-0.800000,0.200000,"0"
"1002",57,884,252,-6,0,-1.800000,0.200000,"0"
"1002",58,882,252,-2,0,-2.000000,0.200000,"0"
"1002",59,882,252,0,0,-2.000000,0.200000,"0"
"1002",60,881,251,-1,-1,-2.200000,0.000000,"0"
"1002",61,880,252,-1,1,-2.000000,0.000000,"0"
"1002",62,880,252,0,0,-0.800000,0.000000,"0"
"1002",63,873,252,-7,0,-1.800000,0.000000,"0"
"1002",64,872,252,-1,0,-2.000000,0.000000,"0"
"1003",0,947,250,0,0,0.000000,0.000000,"0"
"1003",1,946,250,-1,0,0.000000,0.000000,"0"
"1003",2,944,251,-2,1,0.000000,0.000000,"0"
"1003",3,941,250,-3,-1,0.000000,0.000000,"0"
"1003",4,940,250,-1,0,-1.400000,0.000000,"0"
"1003",5,940,250,0,0,-1.400000,0.000000,"0"
"1003",6,940,250,0,0,-1.200000,0.000000,"0"
"1003",7,938,250,-2,0,-1.200000,-0.200000,"0"
"1003",8,938,250,0,0,-0.600000,0.000000,"0"
"1003",9,937,251,-1,1,-0.600000,0.200000,"0"
"1003",10,936,250,-1,-1,-0.800000,0.000000,"0"
"1003",11,935,251,-1,1,-1.000000,0.200000,"0"
"1003",12,935,250,0,-1,-0.600000,0.000000,"0"
"1003",13,932,251,-3,1,-1.200000,0.200000,"0"
"1003",14,932,250,0,-1,-1.000000,-0.200000,"0"
"1003",15,931,251,-1,1,-1.000000,0.200000,"0"
"1003",16,931,250,0,-1,-0.800000,-0.200000,"0"
"1003",17,929,251,-2,1,-1.200000,0.200000,"0"
"1003",18,928,251,-1,0,-0.800000,0.000000,"0"
"1003",19,928,251,0,0,-0.800000,0.200000,"0"
"1003",20,928,251,0,0,-0.600000,0.000000,"0"
"1003",21,926,251,-2,0,-1.000000,0.200000,"0"
"1003",22,925,250,-1,-1,-0.800000,-0.200000,"0"
"1003",23,924,251,-1,1,-0.800000,0.000000,"0"
"1003",24,924,251,0,0,-0.800000,0.000000,"0"
"1003",25,923,251,-1,0,-1.000000,0.000000,"0"
"1003",26,922,250,-1,-1,-0.800000,-0.200000,"0"
"1003",27,921,251,-1,1,-0.800000,0.200000,"0"
"1003",28,920,251,-1,0,-0.800000,0.000000,"0"
"1003",29,919,251,-1,0,-1.000000,0.000000,"0"
"1003",30,919,251,0,0,-0.800000,0.000000,"0"
"1003",31,919,250,0,-1,-0.600000,0.000000,"0"
"1003",32,918,251,-1,1,-0.600000,0.000000,"0"
"1003",33,918,251,0,0,-0.400000,0.000000,"0"
"1003",34,916,251,-2,0,-0.600000,0.000000,"0"
"1003",35,915,251,-1,0,-0.800000,0.000000,"0"
"1003",36,915,250,0,-1,-0.800000,0.000000,"0"
"1003",37,912,251,-3,1,-1.200000,0.000000,"0"
"1003",38,912,251,0,0,-1.200000,0.000000,"0"
"1003",39,911,251,-1,0,-1.000000,0.000000,"0"
"1003",40,911,251,0,0,-0.800000,0.000000,"0"
"1003",41,910,252,-1,1,-1.000000,0.400000,"0"
"1003",42,910,251,0,-1,-0.400000,0.000000,"0"
"1003",43,909,251,-1,0,-0.600000,0.000000,"0"
"1003",44,909,251,0,0,-0.400000,0.000000,"0"
"1003",45,909,251,0,0,-0.400000,0.000000,"0"
"1003",46,908,251,-1,0,-0.400000,-0.200000,"0"
"1003",47,905,251,-3,0,-1.000000,0.000000,"0"
"1003",48,905,251,0,0,-0.800000,0.000000,"0"
"1003",49,905,251,0,0,-0.800000,0.000000,"0"
"1003",50,904,251,-1,0,-1.000000,0.000000,"0"
"1003",51,901,252,-3,1,-1.400000,0.200000,"0"
"1003",52,900,251,-1,-1,-1.000000,0.000000,"0"
"1003",53,897,251,-3,0,-1.600000,0.000000,"0"
"1003",54,897,251,0,0,-1.600000,0.000000,"0"
"1003",55,896,252,-1,1,-1.600000,0.200000,"0"
"1003",56,896,252,0,0,-1.000000,0.000000,"0"
"1003",57,896,251,0,-1,-0.800000,0.000000,"0"
"1003",58,895,252,-1,1,-0.400000,0.200000,"0"
"1003",59,892,251,-3,-1,-1.000000,0.000000,"0"
"1003",60,891,252,-1,1,-1.000000,0.000000,"0"
"1003",61,887,251,-4,-1,-1.800000,-0.200000,"0"
"1003",62,885,251,-2,0,-2.200000,0.000000,"0"
"1003",63,884,252,-1,1,-2.200000,0.000000,"0"
"1003",64,883,252,-1,0,-1.800000,0.200000,"0"
"1003",65,882,252,-1,0,-1.800000,0.000000,"0"
"1003",66,878,251,-4,-1,-1.800000,0.000000,"0"
"1003",67,873,252,-5,1,-2.400000,0.200000,"0"
"1003",68,871,252,-2,0,-2.600000,0.000000,"0"
"1003",69,868,252,-3,0,-3.000000,0.000000,"0"
"1003",70,867,252,-1,0,-3.000000,0.000000,"0"
"1003",71,860,252,-7,0,-3.600000,0.200000,"0"
"1004",0,946,250,0,0,0.000000,0.000000,"0"
"1004",1,944,250,-2,0,0.000000,0.000000,"0"
"1004",2,943,250,-1,0,0.000000,0.000000,"0"
"1004",3,941,250,-2,0,0.000000,0.000000,"0"
"1004",4,940,250,-1,0,-1.200000,0.000000,"0"
"1004",5,938,251,-2,1,-1.600000,0.200000,"0"
"1004",6,935,251,-3,0,-1.800000,0.200000,"0"
"1004",7,934,251,-1,0,-1.800000,0.200000,"0"
"1004",8,934,251,0,0,-1.400000,0.200000,"0"
"1004",9,934,251,0,0,-1.200000,0.200000,"0"
"1004",10,933,251,-1,0,-1.000000,0.000000,"0"
"1004",11,933,251,0,0,-0.400000,0.000000,"0"
"1004",12,933,251,0,0,-0.200000,0.000000,"0"
"1004",13,933,251,0,0,-0.200000,0.000000,"0"
"1004",14,933,250,0,-1,-0.200000,-0.200000,"0"
"1004",15,933,250,0,0,0.000000,-0.200000,"0"
"1004",16,933,250,0,0,0.000000,-0.200000,"0"
"1004",17,932,251,-1,1,-0.200000,0.000000,"0"
"1004",18,932,251,0,0,-0.200000,0.000000,"0"
"1004",19,932,250,0,-1,-0.200000,0.000000,"0"
"1004",20,931,250,-1,0,-0.400000,0.000000,"0"
"1004",21,930,251,-1,1,-0.600000,0.200000,"0"
"1004",22,930,251,0,0,-0.400000,0.000000,"0"
"1004",23,929,250,-1,-1,-0.600000,-0.200000,"0"
"1004",24,924,250,-5,0,-1.600000,0.000000,"0"
"1004",25,923,251,-1,1,-1.600000,0.200000,"0"
"1004",26,922,251,-1,0,-1.600000,0.000000,"0"
"1004",27,922,250,0,-1,-1.600000,-0.200000,"0"
"1004",28,921,251,-1,1,-1.600000,0.200000,"0"
"1004",29,921,251,0,0,-0.600000,0.200000,"0"
"1004",30,920,251,-1,0,-0.600000,0.000000,"0"
"1004",31,918,251,-2,0,-0.800000,0.000000,"0"
"1004",32,918,251,0,0,-0.800000,0.200000,"0"
"1004",33,916,251,-2,0,-1.000000,0.000000,"0"
"1004",34,915,251,-1,0,-1.200000,0.000000,"0"
"1004",35,915,251,0,0,-1.000000,0.000000,"0"
"1004",36,915,251,0,0,-0.600000,0.000000,"0"
"1004",37,913,251,-2,0,-1.000000,0.000000,"0"
"1004",38,912,251,-1,0,-0.800000,0.000000,"0"
"1004",39,910,251,-2,0,-1.000000,0.000000,"0"
"1004",40,910,251,0,0,-1.000000,0.000000,"0"
"1004",41,906,251,-4,0,-1.800000,0.000000,"0"
"1004",42,903,251,-3,0,-2.000000,0.000000,"0"
"1004",43,901,251,-2,0,-2.200000,0.000000,"0"
"1004",44,899,251,-2,0,-2.200000,0.000000,"0"
"1004",45,898,251,-1,0,-2.400000,0.000000,"0"
"1004",46,897,251,-1,0,-1.800000,0.000000,"0"
"1004",47,895,252,-2,1,-1.600000,0.200000,"0"
"1004",48,894,252,-1,0,-1.400000,0.200000,"0"
"1004",49,893,252,-1,0,-1.200000,0.200000,"0"
"1004",50,891,251,-2,-1,-1.400000,0.000000,"0"
"1004",51,890,251,-1,0,-1.400000,0.000000,"0"
"1004",52,889,251,-1,0,-1.200000,-0.200000,"0"
"1004",53,889,251,0,0,-1.000000,-0.200000,"0"
"1004",54,889,251,0,0,-0.800000,-0.200000,"0"
"1004",55,887,251,-2,0,-0.800000,0.000000,"0"
"1004",56,886,252,-1,1,-0.800000,0.200000,"0"
"1004",57,886,251,0,-1,-0.600000,0.000000,"0"
"1004",58,885,252,-1,1,-0.800000,0.200000,"0"
"1004",59,883,252,-2,0,-1.200000,0.200000,"0"
"1004",60,868,252,-15,0,-3.800000,0.200000,"0"
"1004",61,864,252,-4,0,-4.400000,0.000000,"0"
"1005",0,948,250,0,0,0.000000,0.000000,"0"
"1005",1,947,250,-1,0,0.000000,0.000000,"0"
"1005",2,945,250,-2,0,0.000000,0.000000,"0"
"1005",3,943,251,-2,1,0.000000,0.000000,"0"
"1005",4,942,250,-1,-1,-1.200000,0.000000,"0"
"1005",5,942,250,0,0,-1.200000,0.000000,"0"
"1005",6,942,250,0,0,-1.000000,0.000000,"0"
"1005",7,941,250,-1,0,-0.800000,0.000000,"0"
"1005",8,940,250,-1,0,-0.600000,-0.200000,"0"
"1005",9,940,250,0,0,-0.400000,0.000000,"0"
"1005",10,938,251,-2,1,-0.800000,0.200000,"0"
"1005",11,938,250,0,-1,-0.800000,0.000000,"0"
"1005",12,938,250,0,0,-0.600000,0.000000,"0"
"1005",13,937,250,-1,0,-0.600000,0.000000,"0"
"1005",14,936,250,-1,0,-0.800000,0.000000,"0"
"1005",15,935,250,-1,0,-0.600000,-0.200000,"0"
"1005",16,932,250,-3,0,-1.200000,0.000000,"0"
"1005",17,932,250,0,0,-1.200000,0.000000,"0"
"1005",18,931,251,-1,1,-1.200000,0.200000,"0"
"1005",19,931,251,0,0,-1.000000,0.200000,"0"
"1005",20,930,251,-1,0,-1.000000,0.200000,"0"
"1005",21,930,250,0,-1,-0.400000,0.000000,"0"
"1005",22,929,251,-1,1,-0.600000,0.200000,"0"
"1005",23,929,250,0,-1,-0.400000,-0.200000,"0"
"1005",24,928,251,-1,1,-0.600000,0.000000,"0"
"1005",25,928,251,0,0,-0.400000,0.000000,"0"
"1005",26,926,251,-2,0,-0.800000,0.200000,"0"
"1005",27,925,252,-1,1,-0.800000,0.200000,"0"
"1005",28,925,251,0,-1,-0.800000,0.200000,"0"
"1005",29,922,252,-3,1,-1.200000,0.200000,"0"
"1005",30,921,251,-1,-1,-1.400000,0.000000,"0"
"1005",31,921,251,0,0,-1.000000,0.000000,"0"
"1005",32,920,251,-1,0,-1.000000,-0.200000,"0"
"1005",33,920,251,0,0,-1.000000,0.000000,"0"
"1005",34,920,250,0,-1,-0.400000,-0.400000,"0"
"1005",35,919,251,-1,1,-0.400000,0.000000,"0"
"1005",36,916,251,-3,0,-1.000000,0.000000,"0"
"1005",37,914,251,-2,0,-1.200000,0.000000,"0"
"1005",38,909,251,-5,0,-2.200000,0.000000,"0"
"1005",39,909,251,0,0,-2.200000,0.200000,"0"
"1005",40,909,251,0,0,-2.000000,0.000000,"0"
"1005",41,908,252,-1,1,-1.600000,0.200000,"0"
"1005",42,908,251,0,-1,-1.200000,0.000000,"0"
"1005",43,902,252,-6,1,-1.400000,0.200000,"0"
"1005",44,900,252,-2,0,-1.800000,0.200000,"0"
"1005",45,900,252,0,0,-1.800000,0.200000,"0"
"1005",46,900,251,0,-1,-1.600000,-0.200000,"0"
"1005",47,899,251,-1,0,-1.800000,0.000000,"0"
"1005",48,896,251,-3,0,-1.200000,-0.200000,"0"
"1005",49,895,252,-1,1,-1.000000,0.000000,"0"
"1005",50,892,251,-3,-1,-1.600000,-0.200000,"0"
"1005",51,890,252,-2,1,-2.000000,0.200000,"0"
"1005",52,887,252,-3,0,-2.400000,0.200000,"0"
"1005",53,877,252,-10,0,-3.800000,0.200000,"0"
"1005",54,876,252,-1,0,-3.800000,0.000000,"0"
"1005",55,876,252,0,0,-3.200000,0.200000,"0"
"1005",56,865,252,-11,0,-5.000000,0.000000,"0"
"1006",0,945,250,0,0,0.000000,0.000000,"0"
"1006",1,942,250,-3,0,0.000000,0.000000,"0"
"1006",2,941,250,-1,0,0.000000,0.000000,"0"
"1006",3,941,250,0,0,0.000000,0.000000,"0"
"1006",4,941,250,0,0,-0.800000,0.000000,"0"
"1006",5,940,251,-1,1,-1.000000,0.200000,"0"
"1006",6,939,250,-1,-1,-0.600000,0.000000,"0"
"1006",7,934,251,-5,1,-1.400000,0.200000,"0"
"1006",8,933,251,-1,0,-1.600000,0.200000,"0"
"1006",9,933,250,0,-1,-1.600000,0.000000,"0"
"1006",10,932,251,-1,1,-1.600000,0.000000,"0"
"1006",11,931,251,-1,0,-1.600000,0.200000,"0"
"1006",12,928,251,-3,0,-1.200000,0.000000,"0"
"1006",13,927,251,-1,0,-1.200000,0.000000,"0"
"1006",14,927,251,0,0,-1.200000,0.200000,"0"
"1006",15,927,251,0,0,-1.000000,0.000000,"0"
"1006",16,927,250,0,-1,-0.800000,-0.200000,"0"
"1006",17,926,251,-1,1,-0.400000,0.000000,"0"
"1006",18,924,251,-2,0,-0.600000,0.000000,"0"
"1006",19,922,251,-2,0,-1.000000,0.000000,"0"
"1006",20,921,250,-1,-1,-1.200000,-0.200000,"0"
"1006",21,920,251,-1,1,-1.400000,0.200000,"0"
"1006",22,919,251,-1,0,-1.400000,0.000000,"0"
"1006",23,918,251,-1,0,-1.200000,0.000000,"0"
"1006",24,918,251,0,0,-0.800000,0.000000,"0"
"1006",25,917,251,-1,0,-0.800000,0.200000,"0"
"1006",26,917,251,0,0,-0.600000,0.000000,"0"
"1006",27,917,250,0,-1,-0.400000,-0.200000,"0"
"1006",28,914,252,-3,2,-0.800000,0.200000,"0"
"1006",29,914,251,0,-1,-0.800000,0.000000,"0"
"1006",30,914,251,0,0,-0.600000,0.000000,"0"
"1006",31,912,252,-2,1,-1.000000,0.200000,"0"
"1006",32,912,251,0,-1,-1.000000,0.200000,"0"
"1006",33,911,251,-1,0,-0.600000,-0.200000,"0"
"1006",34,911,251,0,0,-0.600000,0.000000,"0"
"1006",35,906,251,-5,0,-1.600000,0.000000,"0"
"1006",36,905,251,-1,0,-1.400000,-0.200000,"0"
"1006",37,904,251,-1,0,-1.600000,0.000000,"0"
"1006",38,903,251,-1,0,-1.600000,0.000000,"0"
"1006",39,903,251,0,0,-1.600000,0.000000,"0"
"1006",40,902,251,-1,0,-0.800000,0.000000,"0"
"1006",41,900,252,-2,1,-1.000000,0.200000,"0"
"1006",42,897,252,-3,0,-1.400000,0.200000,"0"
"1006",43,895,252,-2,0,-1.600000,0.200000,"0"
"1006",44,893,252,-2,0,-2.000000,0.200000,"0"
"1006",45,887,251,-6,-1,-3.000000,0.000000,"0"
"1006",46,886,251,-1,0,-2.800000,-0.200000,"0"
"1006",47,883,252,-3,1,-2.800000,0.000000,"0"
